melhores;piores
20124.34865317554;32040.42542421085
18031.107067499735;26291.199820144644
16531.523384126143;24293.793003671533
15400.110079555025;22715.662299042568
14494.111374906139;21522.336312610638
13801.264793921591;20577.561399691076
13189.440169733469;19871.318525051025
12649.343437483225;19235.962050131195
12172.712580931064;18759.764088951422
11730.942839804224;18304.728239163196
11363.919453544613;17869.25485346198
11074.416148861277;17489.90246197984
10833.879226698484;17155.581489627977
10588.027633858177;16896.50759297046
10401.09342937724;16684.9767121584
10233.98079792907;16498.06187884042
10084.003985283274;16344.159967823653
9967.114765232058;16198.2595770913
9879.272402031773;16070.277898065226
9794.201800902572;15943.043682743048
9737.999905913866;15849.122841117041
9695.833471682427;15789.494072788098
9641.887524478312;15755.485927844722
9604.285916130879;15695.827807710706
9579.178448857678;15677.02321956656
9564.554726423292;15639.961784365345
9547.970942807584;15627.810979707041
9539.641401394381;15601.059673277516
9534.847182165448;15589.968301527962
9534.847182165448;15576.451934173578
9531.464459305314;15582.586300595878
9531.464459305314;15584.725549719698
9527.747632393734;15585.010396960526
9527.747632393734;15574.75708340361
9527.747632393734;15570.33863407927
9527.747632393734;15564.138865277375
9527.747632393734;15555.05245613887
9527.747632393734;15566.201267531185
9527.747632393734;15574.054080104881
9527.747632393734;15566.941077321962
9527.747632393734;15577.302628286774
9527.747632393734;15562.675720082701
9527.747632393734;15565.475263626911
9527.747632393734;15563.453745097353
9527.747632393734;15563.753015111792
9527.747632393734;15565.176544008873
9527.747632393734;15573.127008996726
9527.747632393734;15557.090944553314
9527.747632393734;15560.113097798512
9527.747632393734;15573.948201473386
9527.747632393734;15550.415411282194
9527.747632393734;15575.841075710996
9527.747632393734;15567.292772296592
9527.747632393734;15573.717183203797
9527.747632393734;15577.389172024526
9527.747632393734;15567.660265543353
9527.747632393734;15569.507094573837
9527.747632393734;15572.744402977234
9527.747632393734;15574.31657084986
9527.747632393734;15574.156791337338
9527.747632393734;15563.767373039274
9527.747632393734;15562.034124165435
9527.747632393734;15569.720981141527
9527.747632393734;15560.318133916711
9527.747632393734;15560.741048424132
9527.747632393734;15564.398700578105
9527.747632393734;15559.841796482582
9527.747632393734;15564.53659782401
9527.747632393734;15560.694363596722
9527.747632393734;15555.942077127043
9527.747632393734;15563.64962033295
9527.747632393734;15555.886581673927
9527.747632393734;15573.387770225454
9527.747632393734;15565.938190678871
9527.747632393734;15563.104428212755
9527.747632393734;15565.502816501035
9527.747632393734;15563.079594046398
9527.747632393734;15564.374956645237
9527.747632393734;15581.514998260292
9527.747632393734;15577.567139591538
9527.747632393734;15578.982157362247
9527.747632393734;15567.453986780654
9527.747632393734;15571.309851316319
9527.747632393734;15574.132680379873
9527.747632393734;15568.338533917611
9527.747632393734;15569.021920457273
9527.747632393734;15573.575666773326
9527.747632393734;15566.492791361181
9527.747632393734;15560.345115065993
9527.747632393734;15566.688910341303
9527.747632393734;15556.812487852056
9527.747632393734;15575.666847806448
9527.747632393734;15572.353717609856
9527.747632393734;15572.320238262904
9527.747632393734;15563.754387679868
9527.747632393734;15572.573505094548
9527.747632393734;15570.3050010634
9527.747632393734;15566.003703651568
9527.747632393734;15557.473331042838
9527.747632393734;15568.455310845631
9527.747632393734;15574.953486686241
9527.747632393734;15565.63469992519
9527.747632393734;15559.795786115934
9527.747632393734;15555.422671911065
9527.747632393734;15564.579976754514
9527.747632393734;15573.783659930672
9527.747632393734;15557.612454498338
9527.747632393734;15572.317257759769
9527.747632393734;15568.698031559872
9527.747632393734;15556.426622128716
9527.747632393734;15570.408012941854
9527.747632393734;15557.063095874464
9527.747632393734;15576.28156984824
9527.747632393734;15564.675100995455
9527.747632393734;15559.272027592984
9527.747632393734;15574.727655552424
9527.747632393734;15561.384734616053
9527.747632393734;15564.560174273342
9527.747632393734;15569.402700504284
9527.747632393734;15557.68082351413
9527.747632393734;15564.179058540136
9527.747632393734;15572.211509873483
9527.747632393734;15549.488621364711
9527.747632393734;15556.108343922559
9527.747632393734;15573.999575709497
9527.747632393734;15570.307808106645
9527.747632393734;15560.414963713172
9527.747632393734;15565.949447757554
9527.747632393734;15551.099231359814
9527.747632393734;15557.674209411154
9527.747632393734;15574.725771091593
9527.747632393734;15576.79983190759
9527.747632393734;15565.252857648395
9527.747632393734;15576.67053744875
9527.747632393734;15568.57844725229
9527.747632393734;15569.136816233591
9527.747632393734;15565.733208156851
9527.747632393734;15562.18629124639
9527.747632393734;15564.603738249401
9527.747632393734;15562.37938597473
9527.747632393734;15575.802345477749
9527.747632393734;15574.613780545638
9527.747632393734;15577.972272398561
9527.747632393734;15567.86681415062
9527.747632393734;15562.877228237887
9527.747632393734;15561.118453390469
9527.747632393734;15562.95951110763
9527.747632393734;15563.794846661147
9527.747632393734;15564.15490581407
9527.747632393734;15563.820253654969
9527.747632393734;15572.539021027853
9527.747632393734;15563.589597536644
9527.747632393734;15568.555553468885
9527.747632393734;15570.01094833347
9527.747632393734;15569.52790310469
9527.747632393734;15566.123493206269
9527.747632393734;15576.327256412473
9527.747632393734;15570.073734052188
9527.747632393734;15571.780427933967
9527.747632393734;15563.741409578663
9527.747632393734;15576.46854430883
9527.747632393734;15567.668703377281
9527.747632393734;15564.724572962834
9527.747632393734;15569.815324832107
9527.747632393734;15556.287628454738
9527.747632393734;15569.522632300132
9527.747632393734;15570.105189075195
9527.747632393734;15566.466440544236
9527.747632393734;15582.618241493914
9527.747632393734;15570.52514746254
9527.747632393734;15563.347386307632
9527.747632393734;15576.8414548336
9527.747632393734;15577.222530109668
9527.747632393734;15568.204743908287
9527.747632393734;15565.82865526337
9527.747632393734;15565.76851479746
9527.747632393734;15570.900266404176
9527.747632393734;15563.990417038076
9527.747632393734;15556.613909206182
9527.747632393734;15566.041727151038
9527.747632393734;15573.365686784164
9527.747632393734;15557.961053846982
9527.747632393734;15571.387425085806
9527.747632393734;15566.21723072147
9527.747632393734;15566.243482130507
9527.747632393734;15553.376784216302
9527.747632393734;15561.17022527361
9527.747632393734;15568.477547179835
9527.747632393734;15565.917580269514
9527.747632393734;15564.683767760094
9527.747632393734;15573.97399478767
9527.747632393734;15563.454815884723
9527.747632393734;15567.096005288811
9527.747632393734;15569.14592545516
9527.747632393734;15558.535207042878
9527.747632393734;15572.317805955321
9527.747632393734;15560.501791561761
9527.747632393734;15566.104920651382
9527.747632393734;15564.922476752912
9527.747632393734;15564.093971279308
