melhores;piores
144022.65649078618;195094.24469804254
132517.61883844834;165232.0278803866
124907.93749637017;157071.58577643931
117773.97022067256;151933.22650448728
112930.73842078501;143604.01201998646
109124.55831131588;136934.58756363232
104870.13372022558;132023.4805934013
100875.49392398694;128509.27168152398
97304.93211822011;124397.73766582106
94341.59256608108;122192.3426763959
91007.92002218563;118871.55876010153
88494.88881072105;116087.8358548944
85742.72641788342;115585.25184534729
83959.54215754403;111247.69170514302
81202.22800051508;109588.12985972979
79493.27940870536;106525.56641618907
77802.76323950084;105221.00619079501
76504.68103699893;105581.0899843401
75306.53402924567;103600.86714070104
74131.42049266948;101757.86816071809
72981.54700325718;100600.28035692018
71846.37270977671;101435.26237926004
70682.83221743879;98525.76654335568
69590.06678698637;93988.50257471492
68262.20413857198;96242.15378803448
67267.42396160483;93971.6936194883
66142.38152365136;92584.23705098996
65157.37751456643;94030.5019538845
64421.11930561345;91824.43990671862
63372.5181959867;92132.70128309327
62490.66125090906;89996.49350493228
61671.57532848801;89181.3031897615
61118.556655051434;88499.9792442268
60426.01797539648;86774.17046136185
59658.9447425628;87088.95419675646
58886.99423734431;87791.7441852961
58223.59243948202;88156.7106353691
57816.6161055773;86107.66910975473
57345.914900817705;86665.96609211908
56953.126916786015;84423.67939336748
56543.26564753163;84891.01647296353
56169.680781438474;85615.13865683023
55667.14488751763;84217.86917897609
54998.32290240334;83792.0779242681
54364.76796546532;82773.2198162371
53563.073229093985;81704.98172755337
52800.97285682715;81700.332857434
52457.72157949758;81074.86099572926
51822.87916115854;81123.46774655048
51381.735417367316;80718.73185406342
51059.37719416116;79530.5647516235
50451.59161432471;79374.43095719372
50060.05696865481;79160.44189486877
49795.26042185094;77695.02803586113
49552.177045504926;77693.39884031897
49213.26218360459;78158.2436575025
48867.9612591939;77260.15322154711
48404.76716530164;76639.83810789023
47766.30478700394;76198.90762584194
46961.64485418495;76411.5692274279
46619.45473585895;76474.59304115022
46115.08507555493;75852.49772126447
45743.1483592761;74958.25909621046
45099.18883750942;74224.039513084
44769.51843005599;73909.36019153339
44304.27044722441;71760.05288070769
44091.451616895654;72819.49214841212
43648.49797222603;72157.28457982962
42499.08338811203;72714.51013771094
42307.53729401861;71142.2715837479
42028.97637548944;69734.24719480006
41774.38744047402;69737.10592194303
41424.537105996715;70215.42341647451
41121.238152243954;70322.43599041189
40987.200049663516;70479.94624426022
40798.40493646407;70808.26289566829
40667.78042443089;70399.3301176854
40454.94124036646;70180.50450134618
39869.736772986034;69266.69466118957
39735.698670405596;69825.67744084723
39599.84979153348;69452.22303081614
39458.39528457265;67589.93769409109
39041.79247669534;67397.83373898057
38393.24272559195;68169.12377758225
37747.50007729377;67464.96618313134
37332.87369085525;65624.78389757511
36849.12308490078;66850.734776822
36334.66491742374;66187.09061535304
36176.646687408975;65495.85369974443
35933.2001992012;65284.62312479017
35796.768600908574;65092.43727347846
35647.94212444287;64124.326074244
35503.87454099994;64414.11858649459
35341.77100923963;63195.268313039596
35167.50361709672;64820.32756392962
35041.975205222385;64943.24939366561
34706.978437178084;64187.903482401976
34532.71104503517;63244.06653993429
34442.1998773158;63668.771816587556
34289.90091375871;64373.10282471974
34115.633521615804;63465.72461099412
34074.5715300605;64040.945261621884
33947.83458493757;62403.37096342669
33874.4819657974;63931.27341547193
33809.763875901386;63438.6384519692
33738.95058138799;63478.8178602384
33676.56583777154;63680.5666409612
33619.702673562286;62816.39293959877
33557.86608957657;63088.682753741654
33436.94076386822;61951.03080651518
33009.81155713281;61275.27658804058
32965.54459779268;62816.229353077186
32851.17738117184;62275.207601160226
32777.82476203167;62755.632059092866
32714.22742174875;62149.76933894701
32644.606339399783;61416.738917033195
32595.38542342827;62033.22486076601
32482.357979421453;61152.51375010755
32449.95337017699;62362.7651136338
32388.516327245998;62353.30461249423
32360.08532355811;61782.83821872733
32311.019316476057;60844.32161257377
32289.696564414902;61509.6492077535
32263.583246368962;60414.05378517326
32253.04313675004;61163.39216458886
32253.04313675004;61064.67690428958
32235.857819763707;61397.65632220043
32235.857819763707;61367.961765080865
32196.436381139447;61258.73089901605
32196.436381139447;61337.0801612222
32195.337840036296;61622.71565857645
32146.22585061671;62152.682936056975
32104.832313901923;62191.54038099729
32079.738059590516;61706.94915156698
32061.735094006213;61900.173757363365
32061.735094006213;61427.43217643025
32050.09644328414;60262.99720350932
32050.09644328414;61927.47401182013
32044.301261321027;61153.38418140818
31957.914884577276;61423.80718705789
31944.17021660609;61986.387168787915
31936.088158082614;62345.31063110525
31922.343490111434;61653.95085294495
31915.627141402863;61667.02963440723
31914.528600299713;61305.6396927405
31913.5991836671;60805.16163429584
31912.500642563948;61714.97604039573
31912.500642563948;61936.45036313147
31912.500642563948;61378.22595424657
31912.500642563948;62085.565171515256
31912.500642563948;62067.810027240565
31912.500642563948;60671.4342615877
31912.500642563948;60298.37815311063
31912.500642563948;60991.64876251077
31865.481862514618;61256.37412760609
31806.791761066528;61412.67367920629
31708.281787417898;61374.79636104222
31680.08920842467;61024.04532663809
31438.880394405332;60770.0130967291
31370.789050107964;61036.22329217387
31342.58992630993;61106.735915917176
31333.971652743076;60512.16630772361
31301.537926891684;61263.36094553991
31229.285704718222;59153.637734900934
31220.667431151367;59663.14834416758
31220.667431151367;61309.15564693242
31185.806075270262;60442.91041729822
31163.76406429811;61363.42921105406
31083.65875687665;61286.31667475433
31083.65875687665;61020.19694195508
31083.090551359437;61468.148677486155
31051.08716267814;60859.38649925665
31051.08716267814;60203.837459178234
30981.521964875606;61129.63646168521
30905.914728273372;61098.591477169546
30905.914728273372;60876.36585263374
30904.81618717022;60339.74378226776
30904.81618717022;60594.2437608778
30904.81618717022;60559.00802856448
30880.319721664924;60385.82743809912
30818.346898130043;59723.06508391016
30818.346898130043;60144.07861217249
30818.346898130043;60261.57562600356
30791.315490637757;59866.408798037985
30791.315490637757;59599.410378412795
30733.72134940528;60248.22826252585
30733.72134940528;59881.10260358363
30717.685099344624;59709.78574165494
30005.38756348979;60600.1417951885
29822.793456856587;60296.10513359124
29489.339320606352;59853.022628342915
29489.339320606352;59657.08893664382
29436.724491518366;59590.74856127486
29436.724491518366;58445.17019769197
29436.724491518366;58992.21381304953
29436.724491518366;59165.65465280053
29436.724491518366;59272.99091749644
29436.724491518366;58671.37302080156
29436.724491518366;59404.45581488517
29436.724491518366;59068.928659032266
