melhores;piores
19683.889143617715;32716.73488680974
17482.131196793485;32244.70165836573
16132.855871361468;32121.48934346895
15308.46244956231;32149.632052293502
14140.54281283186;31663.641017179878
13506.44237083329;32597.51551653364
13022.303086035883;31964.650095066336
12588.767510134672;32227.116026798314
12213.587449862083;32067.37398147235
11882.118159682082;31762.591973654333
11591.584516331674;32194.985831484933
11426.554829717046;32165.775963538978
11164.266972541433;32057.530535724218
10859.237576232805;31902.318909204107
10764.273417560635;32209.667275482287
10676.59488300856;32279.104563566652
10571.886137216721;32085.938135741744
10425.869015460623;32212.647272179416
10308.460801504432;32039.822791950974
10267.245013758307;32459.099199611093
10144.674489457715;31902.865445573505
10114.625718258503;31959.276946024514
10084.14470319739;31927.00602304067
10072.041524365968;31839.898343926565
10030.720803119098;31924.455931416014
9972.874074092224;32267.346785785594
9929.90518339841;31928.876873774443
9920.119758053563;32143.284583469263
9871.774014329196;32137.583933966886
9852.960044694279;31711.121957351144
9839.223712983872;32671.74686717997
9838.700163933425;31973.2702036496
9813.59267763374;31683.808414103893
9803.614788406976;32130.30732727759
9762.39902316801;32080.614170667403
9746.318194954894;32081.75422304655
9746.318194954894;32017.308094825617
9746.318194954894;32332.107075763925
9746.318194954894;31831.004308875534
9746.318194954894;32074.48085525014
9746.318194954894;31678.956947083538
9737.50289471274;32340.518612092972
9737.50289471274;31873.994335038577
9737.50289471274;32248.3443522865
9727.873620353203;31754.1012102467
9727.873620353203;31949.07189828593
9727.873620353203;32174.388162079886
9727.873620353203;31776.512193025217
9727.681734564787;32195.766042719555
9704.32636042048;32232.61737890519
9704.32636042048;32301.220252318046
9684.523422768942;32202.091089882673
9663.726184129719;32248.16688649957
9663.726184129719;31996.677203613333
9662.902985849834;32263.53486906799
9640.062335381803;32067.818117077735
9632.070233419532;32015.163188241986
9632.070233419532;31899.63028914457
9609.487514728447;32368.78369731789
9609.487514728447;32095.780348413256
9609.487514728447;32013.663424008613
9587.882344622829;32523.510303925537
9587.882344622829;32020.531503476686
9587.059146342945;32185.559453193426
9587.059146342945;31929.159018904913
9587.059146342945;32200.382360111318
9587.059146342945;32177.419889743487
9587.059146342945;31826.03182609505
9587.059146342945;32032.452671695944
9587.059146342945;32544.61355639218
9587.059146342945;32289.543273187963
9587.059146342945;32015.854995652113
9587.059146342945;32309.828558152083
9587.059146342945;32093.448325374193
9587.059146342945;32201.261030664155
9587.059146342945;32774.64726852205
9587.059146342945;32066.81443637592
9587.059146342945;31951.658158370486
9587.059146342945;31809.822940176888
9587.059146342945;31863.46785491219
9587.059146342945;31904.190326933225
9587.059146342945;32015.62001797394
9587.059146342945;31907.815555324756
9587.059146342945;31997.302947613636
9587.059146342945;31958.173799399094
9587.059146342945;31963.551340798826
9587.059146342945;32650.127883140416
9587.059146342945;31681.68909600973
9587.059146342945;31898.07737800497
9587.059146342945;32276.049175339525
9587.059146342945;32798.05245230885
9587.059146342945;31631.444560519216
9587.059146342945;32053.361254434527
9587.059146342945;32427.81064377918
9587.059146342945;32065.95783237655
9587.059146342945;32257.089916505378
9587.059146342945;32258.54756322576
9587.059146342945;31792.40721967368
9587.059146342945;31805.924561846372
9587.059146342945;32280.958406913844
9587.059146342945;32030.88767529282
9587.059146342945;32371.768342185467
9587.059146342945;32149.756037771243
9587.059146342945;31962.72272847163
9587.059146342945;32220.800939014025
9587.059146342945;32385.391444589615
9587.059146342945;32223.893797413202
9587.059146342945;31808.271635144618
9587.059146342945;32436.223760829027
9587.059146342945;31955.91647001123
9587.059146342945;32168.153161419894
9587.059146342945;31849.65176164641
9587.059146342945;31941.510836719033
9587.059146342945;32117.376104475465
9587.059146342945;32465.631381776642
9587.059146342945;32068.239279505513
9587.059146342945;31846.2472170028
9587.059146342945;32069.158221843787
9587.059146342945;32123.38480122525
9587.059146342945;32034.359323618875
9587.059146342945;31739.217002243753
9587.059146342945;32686.868502580597
9587.059146342945;31656.45653778551
9587.059146342945;32176.702400728573
9587.059146342945;32071.51148772913
9587.059146342945;32139.395050435385
9587.059146342945;31936.232570240187
9587.059146342945;32231.126384050433
9587.059146342945;32050.883330531826
9587.059146342945;32446.77352022961
9587.059146342945;32264.35630042949
9587.059146342945;32541.703122047864
9587.059146342945;31672.76571008536
9587.059146342945;31993.233970269153
9587.059146342945;31874.411987538577
9587.059146342945;32346.45003221911
9587.059146342945;32142.05576633399
9587.059146342945;32021.78549038669
9587.059146342945;32365.11314834429
9587.059146342945;31621.325072224914
9587.059146342945;31904.710646863834
9587.059146342945;31782.25606668099
9587.059146342945;32561.3705535493
9587.059146342945;32142.877081887942
9587.059146342945;31865.192447549332
