melhores;piores
2804.1682430042747;3437.697780735296
2715.152300185954;3404.4425328582815
2626.4975777433506;3400.4111055307867
2574.381503415613;3387.8156141019754
2526.1308773366627;3355.949755635718
2480.5109434462456;3371.157027452464
2443.452451089196;3380.045590121283
2392.1200746251184;3391.169408299697
2355.958395526308;3384.799124878208
2326.5232787326468;3382.9332985255996
2287.3333543631456;3378.7224707141786
2264.98609710616;3363.6916100026074
2234.8547212985363;3360.692252981952
2217.2531369499598;3355.19782870019
2197.693913019376;3377.9280952110566
2177.7432941977227;3390.948333755713
2149.725691107589;3384.149965462765
2132.2561450765443;3355.765684393044
2109.865630606698;3384.8520324285746
2084.7209993932797;3388.4746450161692
2075.0119931310937;3395.3736704544544
2059.8921138370906;3379.3095953543198
2044.0087496011565;3350.5630955631145
2024.5916663746052;3364.355224330572
2010.4271017856022;3384.2629863680304
2000.754909687963;3356.772603036916
1988.031660088625;3375.872950888962
1975.0541107506565;3371.4329390590783
1961.3110081999462;3373.394493915935
1954.0419060322715;3367.829169119311
1939.5481229424981;3349.253386402857
1931.7040910364162;3391.985609236436
1921.131015295436;3391.3123415451387
1910.3136100944212;3373.855445902713
1898.1453553681058;3378.534860296978
1888.414676176467;3372.9617657286994
1878.0588238076791;3344.9346164494855
1872.2009781342008;3375.789339888864
1860.9658151390583;3371.5924638099723
1852.684317678853;3386.169014102213
1844.4898606919487;3361.8050563828647
1836.1478748780141;3349.572972076518
1825.7192146965158;3377.2683439502193
1818.1093675601528;3354.5440554193
1810.9024195834804;3374.842963722761
1804.0217977481311;3364.452453000193
1795.7470310694146;3364.4255759892076
1784.7683348886617;3361.1264589324846
1771.3994771463756;3350.0784040427957
1768.087761864618;3400.0831479946137
1760.4382884043673;3362.7753474835226
1751.0701343238838;3364.582787795493
1743.865304163685;3365.9729503835842
1740.9161842567537;3392.039380949665
1733.734484322546;3367.6699985124674
1727.9408440984475;3402.836194768909
1720.1213309226346;3358.427443098538
1715.0908164735708;3384.376616737552
1708.0589216155881;3370.104924485417
1702.8993701104876;3344.553614462116
1696.8977970230785;3372.0036751229404
1691.6199953120026;3398.282259840145
1680.1763294038192;3367.78347768187
1673.035222950183;3350.5538358033436
1668.7995701663792;3376.962736137901
1666.9241543790772;3386.4174182696866
1660.4952138985777;3371.7593114323718
1650.5660187225071;3354.729964648158
1644.4674553444304;3359.7363106252465
1638.304606186447;3423.6530157035254
1633.7502040838276;3339.652972808513
1632.7130763275957;3356.3165486049134
1628.2053991746134;3344.475991798211
1624.3802842319678;3400.0209813095876
1618.7700282693604;3382.6167334026823
1612.9533888656974;3377.795124982664
1608.8011826638672;3398.553748476186
1605.1245307025408;3359.4655289919183
1601.0405947699032;3380.406235446003
1595.3695942160898;3392.8032730355176
1592.4707141400143;3358.284592129557
1588.1908772235486;3390.8810598386845
1585.2808414369022;3369.3956427429607
1579.927245859884;3372.1153933887626
1578.235762480188;3376.4476323377908
1572.7940288259176;3361.9593047232784
1568.173327352288;3376.8971155540944
1564.5473534805933;3374.7209991646146
1561.2530070688106;3354.9415451258
1554.1534578937906;3381.050372554758
1552.6063316596214;3358.5925129377783
1549.138446284506;3344.933770927336
1544.6764714277647;3359.433016713128
1540.5442978394456;3350.762958265009
1537.228785228131;3355.2615073026573
1534.6908265602153;3362.746864232263
1527.7984296201018;3358.0573664677604
1523.0596901147132;3361.9366152562825
1518.656193237781;3355.02741979875
1512.039129767979;3358.920746641174
1511.5716342400667;3378.4337020162557
1507.9575241473067;3376.6496184901325
1506.6399443040677;3372.359137129514
1501.7362690928232;3371.2542108825387
1493.125572522033;3381.411118768379
1492.4137685406638;3371.5060445760055
1486.9678388106518;3372.702748778896
1484.2742336640852;3348.418556663576
1479.8684323270522;3346.29426149661
1479.107442202881;3393.766468683042
1475.1971461382113;3363.13303775011
1467.5343704263946;3362.2667797849303
1465.4054008461349;3381.5321843272077
1460.2517260728312;3373.155826075523
1455.892097959337;3361.0170944990873
1452.2764929286836;3369.099446726039
1450.1141264067282;3357.214198347027
1448.1174768135957;3359.552731130572
1442.8709309727876;3373.3022125088646
1439.8921958759927;3362.5868242961856
1435.6326322024393;3387.730480129776
1433.5720211031712;3361.7148579654213
1430.0710056901687;3372.3756010988604
1428.7722502327167;3358.2814051373325
1422.3528990113714;3381.7521369475776
1420.2475606091648;3347.4658441218694
1417.8704044200804;3372.660313157493
1414.321996941413;3395.8083511050886
1412.8525781505462;3379.955625440193
1410.3925551295931;3368.6903061819917
1408.148011287468;3348.1235112320455
1406.7495313864022;3372.789009383267
1406.2402146608047;3370.155359114941
1403.40808973421;3363.010050780017
1399.0619709528137;3367.3765958758304
1395.5083296385278;3388.935775079701
1393.5264854563811;3352.9588249135536
1383.4053244183597;3382.697563436137
1382.6023174088064;3366.2496209032333
1378.8119369427488;3385.461785873572
1377.4198137532508;3359.424584787064
1376.190781548978;3380.021489167728
1374.9070676508982;3358.005590853269
1374.3528010151017;3390.61935392748
1369.1726505086094;3341.27940473519
1367.5393163048243;3363.6139996238817
1365.5250768929268;3363.914372637548
1360.4006956517526;3386.6547139852496
1360.0398609930912;3348.316081486807
1356.9935864156396;3361.9343125361534
1354.7373744123793;3373.0662373413834
1352.614765037088;3346.3637581995763
1346.4519391788788;3371.648167634481
1345.0470382070266;3353.2802010905916
1343.0273262805208;3365.2740706520817
1342.2929982537203;3350.2133981298693
1341.7429613943084;3366.5613837412957
1338.3815329528966;3400.5446858814457
1336.6060671304647;3372.4655863587577
1333.0527158605114;3362.8728572613472
1332.6262802888189;3371.4636554627227
1330.0418198244674;3389.0569487044936
1329.3759395582176;3350.353030334488
1325.255407681904;3366.1976257562696
1324.3710685314695;3339.4449632681544
1322.9848608855525;3370.952302454145
1322.4862307096078;3369.7171941076413
1320.4266684014408;3374.5437946823854
1319.5635161410614;3365.1271881877306
1317.6518073261682;3363.022124444429
1312.4498325376487;3382.0315333330973
1311.0430948342141;3353.3247477415935
1309.188838364556;3369.0949504960467
1308.5863331840478;3382.5009111856416
